Goal ID,Match ID,Player ID,Team ID,Minute Score
58876134,8605606,146400,758,14
48080580,8874821,157535,600,76
16202315,2565346,155935,487,67
66125816,4537998,149856,412,31
67836146,6638658,147308,177,77
78404954,5292225,149925,299,13
98993494,5699711,162236,496,44
82076660,8493420,156596,461,59
98893013,3746448,152805,196,80
20429068,7781925,162935,455,56
81620465,2818267,145999,364,71
40711944,1252634,161737,776,48
13209839,5890226,154057,887,46
37565069,3546087,159535,656,76
85925449,8177476,145519,330,10
81876872,1492475,147737,428,46
18083678,9690263,146276,140,48
31702740,5977041,145388,340,66
86019536,7172942,154642,686,85
45813070,2821724,155153,572,82
25327965,2420021,171192,274,24
76686188,5831879,155182,386,56
48714607,7528180,152640,376,71
12853129,7936911,148708,468,83
53407028,6228582,147018,758,73
67279252,8807547,158195,810,86
76362209,1135721,163349,649,88
71048453,8542393,146479,887,51
57441408,1243842,155788,315,33
55205697,5354161,147202,450,63
50682435,4180253,145719,501,39
79125197,3915012,161512,220,1
59042782,8673647,155106,189,72
35787301,9463157,156645,245,71
38969858,6765207,147702,758,24
64191314,6570050,149269,155,85
98085522,3589812,146036,399,60
69979710,7149989,145356,285,56
95016673,8402294,154456,269,65
65142613,7760184,153219,573,82
65424228,2390613,149526,857,56
60861496,3249114,150400,645,42
66232341,1025327,156409,572,82
90369819,8706873,151922,773,45
30835458,5904122,155448,122,54
77628281,4453459,159737,608,13
36640105,4253911,152223,257,68
48281970,4579151,157963,766,54
27847814,7646699,147477,198,48
95744924,3080882,156864,405,67
66947588,4585883,153777,220,36
80462412,4822296,147034,294,88
48584703,1567639,149218,392,34
38157684,3895898,158602,810,33
47450357,2915811,145814,130,84
22196852,5388019,145843,669,86
98076680,2401647,145578,597,86
50413755,3181320,156793,385,46
41710339,1573529,149717,707,21
93501106,7884002,158164,568,4
67387331,3337546,159773,399,74
25324541,1748058,160312,455,19
34508878,9858810,148090,842,64
19675298,5304237,153308,572,53
91867037,5830261,149433,592,22
97578715,6927699,151784,294,31
60697760,3182079,159810,536,52
60333362,5446521,165800,719,11
65319073,3835947,155265,257,55
75438162,2847026,153129,412,69
13150741,3329476,145570,524,77
38651350,7156910,149888,538,13
49225583,8899029,160408,178,74
81236045,8204179,154057,887,17
63788604,9587596,159773,399,77
22910644,5255082,158040,572,82
70017511,3784103,152277,872,72
29217284,9259033,152633,463,69
44065112,9305399,146732,170,56
39320718,4803296,163349,649,88
10847231,5380871,158437,568,75
60160835,9206098,145980,438,37
76112353,7470711,157688,405,82
23593218,3076209,156210,487,67
49540685,1618798,159183,421,61
55995059,6156570,153986,607,76
32234808,7261677,157179,237,36
71047561,9945197,146908,820,76
58573968,3164948,153607,686,87
15544303,4692198,157292,237,54
25844278,1798173,151674,799,3
69328278,9565272,145501,543,85
59800937,6113376,150722,842,29
70961982,1563564,151001,872,5
93215112,6889013,146222,285,61
76059832,6067751,155615,461,89
71407352,5563562,154446,257,69
96757278,3424544,155116,568,44
27047943,5743295,152922,572,84
79875650,4005570,149946,888,47
51622896,4352069,161534,189,38
89682389,8378089,152557,857,77
99927296,2140598,158082,225,13
81988823,9747032,156726,779,87
95717213,3721679,150380,874,74
76344244,8052935,147737,428,85
53999152,4823667,147538,428,48
67140615,5646314,156210,487,68
45097886,9694974,151048,363,73
59319464,5429736,154989,391,20
94788597,3105166,145905,130,75
74574602,2247505,157212,178,37
87066057,5924516,151487,391,51
14741234,8382361,158802,776,46
95897000,2090221,157194,572,23
32277130,9566169,154114,269,23
49561964,2166733,145983,170,78
71250391,1351245,171192,274,89
14230676,3875837,148663,294,56
56284697,2885704,157116,656,86
96760916,3273306,146938,758,57
53418695,9145521,146874,524,51
88284911,1987464,152889,519,86
33759538,4489432,171447,274,83
85293333,1900488,163763,496,84
98518931,2450040,150876,376,78
12854021,3344808,158368,879,55
69270501,6735309,154850,810,21
99325935,8752852,149908,140,71
84605510,4398286,155458,559,29
36012483,1356009,151173,196,58
31494474,9743426,151001,872,51
28118233,9088459,154513,608,86
99557228,9270406,150380,874,80
79068835,3137874,154413,189,54
71212963,6975077,146519,856,8
72559485,2931477,153239,847,86
17085605,9008935,162182,656,35
79275372,3255779,148122,872,56
32763242,7408946,152387,257,68
98333839,4907109,145335,597,90
51353795,8080075,163349,649,73
13701837,7981267,147843,592,67
45340803,5822675,149571,450,13
77232109,5940383,153219,573,1
34275965,6277769,151483,363,49
15837195,5344702,150367,321,80
87683256,2365367,145454,597,16
92846971,6403654,159764,879,64
25531237,8042705,145719,501,59
12670929,5250641,151524,810,28
57298225,2763030,162006,189,45
89791649,1516485,149053,751,52
73644388,8949004,147835,624,3
21447080,4383556,161933,220,71
73062769,8182863,147174,888,49
73754696,5698277,151922,773,83
40620509,7203039,160267,739,84
48824650,7682800,149550,779,5
69530026,4557122,154526,412,70
89488140,8681817,154513,608,73
42923221,4395128,149717,707,62
82442416,3776110,153012,315,49
31429965,7344169,146350,663,90
91655957,1486835,150134,391,45
56707572,7087174,156409,572,39
87344644,4490065,148148,842,78
74122682,2513100,160758,356,58
13266434,2818267,148090,842,84
88139079,8836673,154526,412,55
34814736,9395208,145530,130,77
64686997,4100818,151001,872,6
24437998,2551317,151289,109,48
39741899,2754121,147400,159,28
34422395,1461936,163199,649,75
80053421,4698370,155615,461,87
85996426,3481821,157160,766,90
86608817,2728401,149643,155,32
62861033,4679672,151487,391,23
13109587,3906439,146350,170,6
18035489,5780966,155363,412,9
24891009,6493910,156507,122,22
65115658,2127476,159535,656,53
21336816,7575633,149925,299,50
42974461,6002972,145883,501,13
47705429,3349455,153519,386,51
14962469,5466850,149516,363,46
65291924,8783024,158802,776,24
87071125,7868322,164205,649,37
39801623,8800180,154321,731,76
38475392,8861870,163349,649,87
39456403,2302955,147242,695,87
69650621,8033580,147400,159,60
39719918,5554139,148187,751,30
84725262,2875485,158932,768,43
65347598,8020830,157688,405,56
52880541,1262494,145630,450,83
83019647,7838149,157895,519,57
25335992,7624759,156959,635,54
77621023,7263501,146463,524,23
12339891,5135661,146908,820,16
34730790,1900554,147715,751,56
49802351,8676214,147034,294,1
16292297,7234738,150627,386,46
97929574,3489122,147670,198,7
31645348,3182079,160156,879,7
42000289,7046541,159477,212,89
80339933,7323916,149005,202,71
99830522,5999636,151995,872,55
38964096,4615751,163287,455,22
84064569,5561218,155649,421,54
71707502,7069836,149888,538,90
84824294,8345892,153074,122,78
76423057,8783024,157414,635,71
28076201,6079990,146317,340,49
33300927,2831871,145751,438,63
72300929,4629074,157895,519,81
41915013,1369994,146106,592,55
50162888,6487090,146406,864,68
39117694,4939827,159810,536,7
92194957,4585883,161933,220,77
17858588,1578752,159132,189,87
71462089,9272985,151524,810,21
75157371,2968900,150117,799,40
16700746,8970330,151707,120,75
74720870,8019696,152546,697,57
25801734,5121334,156793,385,26
46469130,7582898,152723,572,52
52285385,6514797,151713,155,26
62416068,5845332,160227,559,13
57715167,2327789,145751,438,37
44217091,1526787,145983,170,44
28710800,1511180,156386,607,54
49137233,5197852,162006,189,56
10755119,4254104,151438,678,1
83575117,7085749,159498,608,54
83601917,4852005,150117,799,83
30776357,8020830,145409,438,78
86126236,7785601,152047,552,82
35532755,3431071,147065,864,61
72208876,9544232,158429,104,16
25650560,9770833,157116,656,56
55786846,6378311,153519,386,74
93172539,9129293,149700,624,73
43656893,1932923,145814,130,11
75958245,6596907,157859,461,53
20373685,6055494,147174,888,51
60982304,2411751,150134,391,27
11344896,8807481,150858,573,50
22060148,8472045,151843,142,78
55117524,2061528,145519,330,9
17923649,7429769,157828,212,64
87417053,6172727,147474,864,23
13389859,3926336,150471,820,18
34615135,1452709,159634,559,88
23664857,5769685,154175,391,89
53342516,5962407,147780,887,57
63773964,8537023,151855,142,69
31245775,4489432,157116,656,59
49330729,4277390,155865,225,80
36509411,5220451,152415,810,48
99926758,9442783,158082,225,67
60449690,6209011,149958,830,79
96769853,7655711,148422,159,60
96558301,1357930,150876,376,10
26770462,8116026,146900,463,14
60140663,6785676,147260,856,68
37230085,5381786,159459,766,90
96298903,6584970,152094,269,18
59835395,5051665,155324,779,82
51226813,3516647,149260,799,31
75567039,1548880,159459,766,90
48617952,8129564,158429,104,46
93588439,9242683,156248,568,70
56204648,2320811,151173,196,7
89602304,7694854,148368,392,70
55166242,3808086,149946,888,80
17133213,5856205,156903,225,32
30851279,6901338,157963,766,20
81911183,3130183,153491,874,13
78611538,4724206,152787,412,7
59479256,3033453,155752,874,59
64843250,6574844,153553,122,84
13758855,9231297,148048,327,36
94520355,5700410,150386,409,33
24752414,8878841,152889,519,46
25688356,7741699,152605,678,69
98279723,3001112,148496,758,22
71923057,6495013,162907,656,58
31137615,7492265,158082,225,62
39183490,5394511,154935,412,56
66837047,2521427,155173,386,43
68973200,5505268,145445,678,25
10305228,6845840,156246,768,11
44607592,5924516,153001,391,21
37911668,3239041,147702,758,25
52760321,7023783,145883,501,28
76096938,6503615,160967,536,88
83615079,4426860,147174,888,72
38049473,1422084,151339,221,85
65712958,1898653,151859,697,79
48285421,9350818,156035,385,70
72688704,5756301,149870,697,84
76972906,6368226,157645,776,73
26467461,3606996,147530,799,58
88633781,2764224,153506,304,75
81576719,6367394,151781,799,81
34496515,6950294,160098,405,86
34086744,5861929,145695,480,69
55633918,6359708,150395,552,76
59823054,5013123,149717,707,87
41713489,2918568,153468,269,25
98136225,8466568,152703,269,20
61106613,2931477,150933,847,83
49543831,8020830,156629,438,66
37998984,6622045,161737,776,83
13195557,9327663,152633,463,74
21564739,2450701,147547,177,77
10930738,9461521,147034,294,9
56385988,3087478,153525,707,55
96542348,1348475,159828,178,72
96236426,5819158,155528,794,29
25996234,5853976,149198,888,86
12807327,5890095,149316,409,85
33742530,9219919,146222,285,17
71817976,2167321,148725,820,81
11717564,3627334,148902,364,23
26481436,3406224,157414,635,49
12066485,7352253,151110,202,84
58051057,6044056,150824,409,63
14216034,3469132,149526,857,81
19157944,9991786,154566,461,76
11343998,3911531,170548,386,73
33438756,8997353,152134,409,61
47513640,2267495,156759,830,85
96785898,9545374,161290,421,84
40903435,9452992,148401,391,87
81796427,2892085,155322,768,28
58128937,3289971,149198,888,84
86564176,4557146,158602,810,22
97918338,3289486,151964,791,35
82946413,3058169,147242,695,56
18232976,8138850,151894,799,81
30001318,4404516,158895,237,52
21582520,1281914,158563,405,54
95632306,8269003,149758,592,51
60487425,2120631,158932,768,51
37934286,7099482,146952,463,90
10761478,8365045,150609,392,28
11219588,1887428,148695,198,35
12185950,2267047,157535,600,90
25299716,4982086,149717,707,89
95992772,3122684,149717,707,15
53215325,8486897,162607,719,80
95755361,9585480,153112,468,21
47925433,6356246,157633,879,65
35694886,6257358,157414,635,63
90434050,9785764,148571,140,55
14478996,9959511,146582,140,4
11869790,1696251,145645,829,58
35426673,2577770,162630,649,87
79665761,2103609,160772,607,77
66581327,1302460,146900,463,85
22772062,9676791,148936,329,27
75371622,4515425,145763,340,79
29080286,4110286,147260,856,61
13950798,4555291,146468,888,56
91591853,3474296,152113,376,33
32141655,3169510,150712,232,31
61040897,5526495,148815,645,44
27491144,4534749,155295,147,38
21456239,8356755,158164,568,20
30618367,5232263,157738,304,50
38249694,4384063,158419,739,8
78147986,9929884,159278,421,22
21270789,2697387,150596,538,17
89018819,7601497,151458,874,23
43791671,9083767,153012,315,58
64709392,7427973,148202,751,17
71322763,4650776,155219,773,42
39826819,7318268,154877,346,17
23466632,5125228,145506,669,19
67013928,5653476,152622,874,90
96595430,3589812,152916,399,36
31383796,8052935,145968,428,39
85308109,3074309,159477,212,79
21414759,6038108,160344,178,41
13732582,9319683,150386,409,61
44390117,8853007,159498,608,64
59629917,5624946,159498,608,21
27701679,7065103,157212,178,71
20280174,5495378,151918,386,69
30724203,8288206,152060,538,16
17188636,5287010,145854,592,82
61617750,4550603,159810,536,60
20335282,2350085,159105,536,58
13438069,4401560,162887,172,72
67208378,5667366,146160,624,74
58612043,7695130,147641,695,15
29036682,4609161,150456,245,76
52368340,1013240,149001,364,11
60213216,7263501,151811,707,75
41843092,7153600,153112,468,77
40662327,8414444,146857,524,65
38600078,6625733,153074,122,39
89175609,5505268,150710,678,31
10852372,1382642,150768,847,60
89349980,2590179,145883,501,44
79480442,4060405,148028,327,22
55440124,1133795,155341,120,76
40985021,5420515,149269,543,12
68185614,3606996,151894,799,46
22365002,1365638,159477,212,66
45026557,2511807,147663,197,80
62920105,7050822,153187,142,1
79382496,7947671,151980,392,14
56373481,5586996,155219,773,78
26803396,1873506,145471,438,13
97891113,8870092,163238,172,82
64234914,5466863,147220,695,21
33079750,1781978,151469,624,75
15718528,6732173,149039,327,73
48175217,3732406,153986,607,52
39349842,9905889,146106,592,61
59214694,5559051,145556,669,17
24063292,6565653,148422,159,59
88877672,4430970,148702,202,77
34275533,7038859,149958,830,73
67316990,7333265,151289,109,88
91805445,2401647,155448,122,70
33078716,3138637,158602,810,85
22211829,1324530,145972,695,24
92370430,5032471,162887,172,65
11388822,7418328,148708,468,86
56401915,3628501,155133,385,65
14432944,1539534,147205,581,40
25660629,2600473,153671,257,85
68248894,7566548,162459,776,57
52677753,8821197,150757,600,75
93315478,1247479,165712,719,77
14630611,4129473,145843,669,16
46702819,3379830,149454,799,44
71938132,3659238,150812,624,62
95145050,1424286,152127,346,29
25317899,4393961,147205,581,29
67410602,6126355,170548,274,12
18369987,4403050,151995,872,51
84404273,5827011,160807,212,43
17456482,8737746,147506,543,38
48393595,7438184,148261,159,2
64134303,6689845,150351,221,33
37472936,1303152,151687,552,74
70611839,1025327,152723,572,2
56929320,8966069,156845,768,51
89673096,4568342,150165,751,55
85887287,6417804,160847,536,79
63425253,9416444,163649,776,84
51078120,1037605,156020,766,48
82811525,9826086,147663,197,32
67920938,5026131,150117,799,2
64466721,5827011,154355,212,82
30710665,1971320,150296,221,71
41056347,6753721,151622,872,75
99802313,1138136,152489,294,14
17246530,2729999,148122,872,73
15618000,2564788,154330,461,78
63198016,5177095,162198,172,34
74828603,4093333,148684,552,7
14782455,3349184,147604,543,29
96720131,3513807,151725,376,69
55258450,3090783,149856,412,13
60468134,3172700,150367,321,60
91591917,7537612,145902,170,67
91792826,2005647,148090,842,77
15612258,7200135,145625,508,63
52572029,8784322,152142,294,74
67299572,4173236,146406,864,31
69532899,9281600,151943,245,74
13787289,2266407,160967,536,76
81197977,3091004,150936,196,87
12758287,2761382,146060,829,62
58701813,1925973,149856,412,67
78890955,5805199,149856,412,77
99456783,9510280,146201,543,15
23887820,6333675,150627,386,49
75725522,2966279,153053,269,24
48412002,8365758,154473,329,11
14173237,9400753,151894,799,28
59194136,8542429,147042,450,30
94530443,4514952,146900,463,76
17482983,4138584,153525,707,61
75378758,4933881,145843,669,33
22248361,5382941,151391,887,79
80170788,3939594,161290,421,65
48144184,2752313,158731,304,71
21417192,4162798,158368,879,74
55600773,3317930,148492,864,15
83111899,2542093,152831,686,21
34466939,3295128,149395,321,13
27564323,2021213,153780,257,75
82024864,7362345,160267,739,78
70617256,3526381,150209,463,76
14630415,6596907,160053,607,74
87041067,3379830,151781,799,73
19293051,6089864,151475,624,73
91233477,1777156,153887,519,32
34561259,3349576,156751,608,66
77874377,9435748,153684,122,77
61721509,4645122,153014,635,82
93593794,1177575,160312,455,15
57154421,1368365,158434,304,55
33683913,6931214,152387,257,52
11700943,3475969,147209,480,52
75888508,5567816,148673,613,76
98016311,6927699,152047,552,38
50782691,9613185,146222,285,53
39752984,7226304,147400,159,39
32487564,4756007,155025,109,60
72923505,3980765,158522,178,53
92357993,2410594,149023,376,20
82630821,2231659,151339,221,19
87020483,9632096,162853,496,81
25241494,8573646,153679,779,70
69470647,7751296,156376,686,46
40534245,3301529,155871,635,72
13002570,6673590,147459,197,56
78719637,7193210,158833,421,82
67640600,3219682,151611,468,60
54888177,5265445,153788,386,49
41997587,2096435,150497,820,58
72724295,5082762,154526,412,60
12485335,3977399,149749,678,33
84831750,6792068,157116,656,52
82076843,4344038,145909,695,84
53950297,1494354,156568,731,5
42001920,6296429,153228,391,87
73522977,1460092,157480,104,7
51695914,3078274,154850,810,15
23975240,2478866,153664,461,64
44321971,9078434,165712,719,72
14651055,7474796,156187,791,60
67304485,4049879,152105,120,56
34596539,5040308,154141,385,39
79438538,4585883,153777,220,86
65349418,5185422,156774,399,85
37982117,8357396,146571,285,4
63634057,5874861,152105,120,35
38396548,3043261,154850,810,83
48169388,4919522,145843,669,90
76714734,7440202,152022,391,57
81185031,5053720,148721,294,21
66952079,9301092,152680,140,58
23985855,1909009,146703,695,42
27642375,5262109,149778,645,16
10019301,4685173,160662,356,58
82364547,4744518,154642,686,83
48563690,4584019,155375,794,24
33359260,7517339,146203,597,60
27387052,4875589,148606,321,17
33540811,1245315,147018,758,29
91243484,3873989,147575,155,9
30408131,2862384,151280,363,29
83557878,8209798,154355,212,42
48949448,6327215,152398,635,74
26230789,3277532,154693,237,79
42378646,3219682,154642,686,63
36864359,2697387,147205,581,25
35200769,7936911,149749,678,8
59173150,5426260,160967,536,83
30116105,6896341,157748,779,87
99584921,6327092,160408,178,83
71656960,7857431,155499,686,58
97376713,8918190,145936,508,6
70017791,8604128,145649,543,64
10455451,3991486,150635,538,84
52219525,5962407,149689,887,46
59727603,9137095,145484,480,85
80712693,4515025,153491,874,58
59984383,3590924,151880,773,62
91941225,5940069,148245,820,5
45060675,3742669,149526,857,83
91816174,2637296,157688,405,6
61743720,9320070,163187,455,10
78176568,9631200,158602,810,39
92100236,2653023,146874,524,48
51669561,6931283,151497,874,2
72213240,8801092,151687,552,85
18891794,6067751,154413,461,11
78458671,5432588,152708,697,83
92589697,9101595,160518,608,15
63786285,7387630,165578,719,35
39623983,6464119,149765,613,58
94377750,3295875,147513,613,90
57302933,6016207,150380,874,90
34038208,6110138,159028,399,47
98477989,5140512,155219,773,55
83028509,4562344,155375,794,67
19733927,8094208,156596,461,51
28243996,7660123,171192,274,15
65290787,1796299,154141,385,35
45585806,8052239,154513,608,41
48367225,8866399,153491,874,51
94858276,8984355,150627,386,78
23889113,8440872,150117,799,88
27118375,7641884,158479,810,8
10019376,8891656,155703,519,65
36314791,3587516,145769,197,84
87876153,3041169,145741,597,7
76167537,3295875,146381,613,31
15688384,3819037,161490,656,61
87141938,1938990,158343,225,83
57240380,8016539,149856,412,90
54886427,2645720,162970,776,10
47366030,6064949,161490,656,53
67711592,9408659,157862,607,66
38135749,2542093,146822,159,73
35055826,2238389,147477,198,51
34207462,3468300,151687,552,75
85040347,2336259,159852,776,75
59879750,6324950,157535,600,72
84842051,9259033,146900,463,53
79320066,3731737,145463,501,63
63843743,1334380,171447,274,49
65955146,2285451,160662,315,27
77553103,1299980,151811,707,67
46161081,7569110,145330,438,87
43550664,2417131,146222,285,48
28067230,7927890,160518,608,25
99951996,4453636,149005,202,56
62595707,9254092,157688,405,67
62426608,5646841,152449,538,72
31565913,3668255,157414,635,48
25341275,8027134,157181,304,83
42824369,4737540,145725,480,86
34291801,8081744,147835,624,90
10509598,2488163,150596,538,20
83604919,2988567,154693,237,85
30988507,2164765,159321,768,43
56616760,4129473,145359,669,19
50144739,5838533,158195,810,69
48075814,9742234,156853,874,76
17055431,6625682,146463,524,35
12455095,2818685,158522,178,53
20705786,9228182,155933,385,9
71277208,7769569,145426,170,40
15808295,7334505,150095,202,32
91513433,2968198,145454,597,30
27416917,6005285,151760,791,36
79017534,6292655,150386,409,63
91314304,5919583,145769,197,1
55838806,9743426,148122,872,16
55053889,8892061,158789,779,29
19245430,9011615,146043,340,77
87462093,6234251,148541,758,88
29083067,1901960,152089,120,42
65108542,6502666,146803,842,89
46324731,2553145,150710,678,90
44121890,5042567,150180,645,2
62429005,5307487,152022,391,71
61788001,5136128,156799,257,85
34880298,1526787,148159,758,25
15279920,7637651,151918,386,86
39873217,5395541,152068,392,23
98043433,1083146,156246,768,69
74445203,8696318,162887,172,50
78879043,3268108,159105,536,38
80123348,4048847,145659,330,15
43075037,7192125,147631,842,8
19068101,4735673,145737,669,59
58091160,6327215,152958,573,7
48160195,2393736,151559,363,26
76354917,3798607,145843,669,83
78453704,3457478,151880,773,61
11791715,3540944,154877,346,58
43528511,8306980,159777,399,57
34023769,6156878,158040,572,75
37924332,1833369,165712,719,22
13344187,2661206,147474,864,80
49799558,3827284,145426,751,82
42882925,9303912,158082,225,12
71611981,8778593,154587,656,34
46935850,8673149,151152,412,77
29780819,2640154,150456,245,27
39017665,8357070,145596,428,55
42317637,9778157,149856,412,60
51632539,2229194,151980,392,59
63113822,5410915,150367,321,78
39973898,6228582,148187,751,1
71433203,6147766,145744,438,65
86026583,1350201,145506,669,25
79781179,1965357,145905,130,56
43170567,5544239,159587,739,61
10255666,2459450,162386,496,71
64106032,1347161,149218,392,51
36904913,7363689,150983,645,58
73576592,8161084,155865,225,22
26912033,3874778,147547,177,49
70256968,1988450,148148,842,46
53821205,3138637,151524,810,81
88259345,1891286,150386,409,83
16421432,7144325,146091,581,80
48485769,5862308,150444,751,75
33502371,8161084,157231,225,68
59935112,9552949,161480,172,82
28906685,5287866,156246,768,86
61684338,6781727,156845,768,41
63906698,9203719,162006,189,82
38366436,5028764,154150,363,69
78677105,4249502,145539,340,77
96698129,5074519,150433,635,37
92357338,6406504,151289,109,81
65751054,4417015,151173,196,62
90964354,5142854,148815,645,85
50003120,6998198,151257,686,74
17304095,7945595,150627,386,85
21722059,9982345,157231,225,85
20043900,1793019,147580,177,78
