Match ID,Season ID,Home Team ID,Away Team ID,DatePlayed
8664765,2996,649,624,2018-10-01
1419765,1369,678,269,2017-04-22
8957778,1369,758,649,2016-12-11
6651773,1991,731,385,2018-05-06
1228610,1980,501,568,2017-08-27
9588077,1369,669,468,2016-11-06
3733352,1209,198,177,2016-04-10
1908615,1209,739,198,2016-05-14
3684275,1208,142,581,2016-04-24
6672698,1373,635,791,2017-05-20
7557252,2998,376,455,2018-11-10
6587189,1986,428,245,2018-05-20
8980475,1982,810,656,2017-10-08
6861119,1989,830,142,2018-03-03
8890527,1208,120,581,2016-02-07
8328129,1369,392,624,2016-10-29
1982671,1369,269,649,2016-11-05
9934390,1368,172,178,2016-08-14
3228696,1369,856,170,2016-12-31
8343227,1205,399,170,2016-03-06
8531271,1982,461,607,2018-03-11
3681491,1203,607,656,2015-12-19
5904627,1203,879,810,2015-10-17
2790584,1203,656,874,2016-02-20
5655747,2993,294,327,2018-09-23
2215704,1980,887,463,2018-03-04
3017643,1989,559,487,2017-11-06
6826777,3001,581,140,2018-11-10
4105064,1369,663,758,2016-10-30
6506435,2995,172,879,2019-01-27
2161059,2996,299,751,2019-02-09
8269003,1989,592,120,2018-05-06
9172879,2996,669,645,2018-11-11
2657275,1991,731,857,2017-10-01
2888729,1984,392,237,2018-02-10
3579056,1207,773,405,2016-01-16
6945689,1369,468,864,2016-12-24
1934511,2998,155,428,2019-02-24
7675189,1207,543,695,2015-11-08
7640250,1200,327,766,2016-01-17
6358214,2998,847,245,2018-12-02
2297724,1991,842,104,2018-01-07
2257445,1989,635,363,2018-02-25
7197514,1365,130,829,2017-03-11
9358881,1203,304,879,2016-04-25
8047337,3001,776,559,2019-03-31
4755719,1989,791,597,2018-01-21
6548639,2995,461,274,2018-10-14
4228129,1208,315,573,2016-05-08
3633441,1374,177,198,2017-02-04
8791268,2993,887,770,2019-04-21
8087039,1203,519,421,2016-04-26
9583658,2998,600,697,2018-09-23
5567463,1368,274,496,2017-04-09
3435880,1203,421,536,2016-01-09
4257140,1984,663,856,2018-01-14
3953715,1373,538,122,2017-02-18
6786538,2998,707,196,2018-11-10
7063266,2993,766,501,2019-01-05
8041874,1373,830,776,2016-09-10
6342867,1374,613,364,2016-10-23
9068065,1373,559,363,2016-12-11
6515737,1203,496,304,2015-09-19
2547869,1365,770,829,2016-12-17
6228928,1207,524,220,2015-10-31
2553414,2995,412,536,2019-01-05
3003714,2998,697,428,2019-05-04
4086886,2996,645,758,2019-05-11
6803246,1374,198,197,2017-01-21
8624667,3003,177,613,2019-03-30
4205749,1365,327,508,2017-02-18
3716684,1986,438,847,2017-12-03
4424595,1373,142,597,2016-08-14
8137779,1986,707,405,2017-08-26
1023919,1203,810,225,2015-08-09
3706368,1371,697,155,2016-10-02
5107132,1373,592,122,2016-08-29
5008588,1209,198,613,2015-08-23
5128154,1205,663,751,2015-10-25
6907777,1989,363,120,2018-02-11
2831820,1203,656,421,2015-09-05
7158902,1984,645,299,2017-11-05
1785027,1205,468,751,2015-09-05
6056227,1207,455,773,2015-11-07
5260145,1365,232,294,2016-12-25
9676590,1374,842,109,2016-08-26
1090685,1371,695,524,2016-10-30
6603403,2995,274,225,2018-11-05
9970387,1986,245,695,2017-10-22
3652602,1374,104,364,2017-05-20
5027417,1368,421,274,2016-09-09
7056885,1369,392,170,2016-09-17
1975719,2995,496,212,2019-01-13
8045599,1200,770,888,2016-04-30
3753694,2996,856,237,2018-10-06
5014984,2998,707,847,2018-09-22
8752877,2996,399,237,2019-05-12
1728521,1991,364,719,2017-10-01
1783196,1374,409,109,2017-01-29
8143138,2993,887,568,2019-01-27
6987161,2993,766,552,2019-04-06
5951309,1208,538,142,2015-09-26
2109005,1982,874,386,2017-08-13
9963454,1371,600,524,2016-11-05
9932642,1209,613,385,2015-08-30
2679009,1980,829,552,2018-03-03
8480672,1200,221,294,2016-04-03
6604183,1369,269,468,2016-12-17
5763097,1207,524,847,2015-12-26
7852647,1368,421,496,2016-08-16
7559217,1208,635,346,2016-02-14
5053720,1365,887,294,2017-02-26
6967447,2995,874,212,2019-04-07
2600473,1982,257,608,2017-11-05
2576859,1207,773,707,2015-09-27
7068723,1371,600,438,2017-01-22
5932133,1371,376,524,2017-02-19
9126475,1373,140,573,2016-11-26
4810825,3003,104,719,2019-02-17
1310928,3003,719,739,2019-02-09
8542429,1986,543,450,2017-12-02
9339235,1980,147,568,2017-09-30
2405272,1991,177,613,2017-12-10
5836051,1369,678,237,2017-05-21
3641761,2993,480,327,2019-04-26
8494320,1986,847,438,2018-02-11
9918523,2996,864,649,2018-09-16
3827333,1373,581,120,2017-01-14
3033597,1203,304,810,2016-01-31
2980197,1208,559,581,2015-10-04
1609496,1209,198,409,2016-01-30
6062105,3003,739,731,2018-12-09
2577770,1205,649,237,2016-03-26
9188027,1207,220,155,2015-09-12
9892136,2996,624,299,2018-12-08
6412868,2993,294,887,2018-08-19
4998287,1373,142,346,2017-04-16
4899329,1991,731,198,2017-08-27
4329447,1369,170,649,2016-12-04
9968723,1205,649,399,2015-12-12
4834263,2995,386,794,2019-03-24
2705221,1368,274,608,2017-05-07
5284081,1373,791,597,2016-09-24
2265420,2995,257,274,2019-04-21
5177095,2995,874,172,2018-12-30
7848367,3001,346,559,2019-01-05
9037518,1203,189,794,2016-01-17
6122709,2998,524,773,2019-03-09
7159202,1991,198,719,2018-03-04
6648281,3001,356,830,2018-09-15
9443999,1207,543,245,2016-05-07
8999632,2993,327,766,2018-11-24
4820997,1203,536,304,2015-12-12
5344348,1203,257,519,2015-08-08
9959382,3003,321,109,2018-08-25
6994354,1991,613,731,2018-04-15
4771564,1205,678,645,2015-10-31
8662050,1205,864,686,2015-09-20
5520916,2996,392,663,2018-12-15
2619659,2998,376,820,2018-09-15
8027195,3003,109,385,2018-10-20
4329082,2993,202,147,2018-08-27
6929958,2995,794,656,2019-04-07
8818819,1986,773,697,2017-08-26
5317004,1371,438,600,2016-12-17
7226304,2996,751,159,2018-12-29
7094017,1209,719,857,2016-05-08
3388763,1368,412,386,2017-02-25
6829370,1989,142,559,2017-10-22
7376584,2996,624,468,2018-08-19
8121541,1980,770,294,2018-03-24
1784306,1200,285,829,2016-03-26
7362813,1200,501,285,2016-01-10
2459450,2995,172,496,2018-11-24
6955107,1200,508,130,2016-01-10
1368302,1373,830,315,2016-09-18
1748819,1980,829,508,2017-09-16
4040900,1369,856,392,2017-03-04
7806375,1373,559,592,2017-01-28
5104809,1209,177,842,2016-05-07
9070990,1200,552,294,2016-04-23
1987464,2995,386,519,2018-08-05
9034532,3001,791,635,2018-10-21
4673204,1371,450,524,2017-05-21
5859396,1209,857,321,2015-10-31
3524021,1208,592,487,2016-03-27
4196558,1209,731,842,2015-10-10
1724947,1371,707,847,2016-09-25
7467429,1986,820,524,2017-09-17
3851765,1208,559,573,2015-09-12
7429750,1369,170,663,2017-03-12
7214928,1365,829,552,2017-03-11
9646392,2993,232,327,2018-11-17
8731001,1982,172,519,2017-10-15
5649988,1982,225,421,2018-04-01
1479678,1982,257,274,2017-12-17
2248100,1365,887,221,2017-03-10
9515611,1203,810,172,2016-03-05
8984355,1368,212,386,2016-12-25
5215598,1203,274,519,2016-03-06
1835870,1982,656,607,2017-08-13
4630002,2993,327,508,2019-04-06
1476251,1200,887,480,2015-09-20
9885585,1984,159,649,2018-04-01
1030750,1200,552,232,2016-01-24
3286211,1982,874,189,2017-08-27
9234733,1984,468,237,2017-10-15
7706305,1989,346,538,2018-02-03
5157915,1200,770,568,2016-01-08
9002950,1371,847,405,2017-02-19
1465255,3003,177,321,2018-12-29
3963375,2996,645,392,2019-02-04
7164708,1371,196,450,2017-05-07
9350179,2996,330,399,2018-08-25
6411361,1984,663,237,2018-04-07
5086427,1989,538,363,2017-11-25
2358738,1205,758,392,2015-11-01
7590872,2995,879,519,2018-11-18
1448234,1368,212,178,2016-12-11
6546371,1986,524,820,2018-01-01
3295875,1991,409,613,2017-09-02
8154483,1200,872,463,2016-01-09
3970598,2996,237,856,2019-04-20
4162798,1203,172,879,2016-05-07
1428237,1986,245,196,2017-11-12
4939073,1203,274,172,2016-04-27
8561727,3003,364,197,2018-09-22
1617054,1982,257,461,2018-04-22
2090944,1209,857,177,2016-05-01
6636157,1209,857,409,2015-10-31
3863888,1200,887,463,2016-01-16
8379422,1989,573,592,2018-03-11
7008291,2996,856,678,2018-10-20
3777906,2998,155,376,2019-03-17
3804624,3001,779,581,2019-02-09
8685917,1208,487,559,2016-05-07
1003290,1991,385,321,2017-09-23
4430970,1365,202,294,2017-05-07
3456636,1980,463,147,2017-09-16
3651692,1200,887,202,2016-01-10
9188175,1373,142,315,2017-02-25
8894352,1984,645,669,2018-03-24
6016202,1982,519,879,2017-11-17
7503586,1374,321,739,2016-09-02
7496449,1986,543,455,2018-02-10
4406767,1365,568,888,2017-02-20
8827650,1368,879,172,2016-12-17
3271564,1203,810,461,2016-02-28
1268275,1989,356,779,2018-05-12
7427973,2996,751,624,2019-02-09
8186222,2996,649,686,2018-11-02
2317896,1984,663,330,2018-02-03
9123650,1369,624,758,2016-12-24
6734092,1980,221,147,2017-10-08
9677696,1368,810,461,2016-09-25
4716337,1368,189,656,2017-04-29
5678125,1365,770,130,2017-05-21
4119185,1374,719,613,2017-04-28
4964277,1203,461,386,2015-12-19
3203265,1371,428,543,2017-01-01
2548990,1982,212,656,2018-01-21
9441860,1369,669,856,2017-04-23
4916868,1200,130,202,2015-11-15
1196785,1986,376,707,2018-01-13
6169916,2993,770,463,2018-09-22
7042217,3003,799,842,2019-05-11
9206098,1371,695,438,2017-05-07
4484255,1368,607,656,2017-03-26
3803415,1373,487,363,2016-09-03
5047488,1982,656,386,2017-09-30
7973059,1373,776,315,2016-12-10
4834149,2995,257,178,2018-10-15
5969671,1980,887,202,2017-11-19
3083493,1984,856,468,2017-10-21
5386223,2998,773,707,2019-03-10
5228220,1989,122,487,2018-05-13
2968198,1989,315,597,2018-03-25
7270593,2993,480,770,2018-09-16
2542093,1369,159,686,2016-12-17
8735024,1374,613,197,2016-11-05
5487768,1208,315,592,2015-12-05
3320899,1203,519,257,2016-04-23
8175181,1205,392,856,2016-01-09
6927622,1982,607,608,2018-02-18
4967480,1203,412,304,2016-02-28
7480800,1986,847,543,2017-09-16
6598037,1982,607,768,2018-02-04
5552023,1371,600,220,2016-09-24
6160929,1984,758,678,2017-09-23
5420515,2998,543,155,2018-10-28
2862384,3001,122,363,2018-12-30
1252634,1373,776,559,2016-10-07
2179088,1203,304,172,2016-02-27
7137534,1209,329,613,2016-03-26
2450040,2998,196,376,2018-09-08
4335764,1208,791,487,2016-03-11
4662991,3003,329,719,2019-05-03
1729679,1373,592,581,2016-11-06
8924436,1205,645,751,2016-04-02
9469561,1374,109,613,2017-02-25
7090491,2996,392,299,2019-01-19
4195120,2996,669,649,2018-12-23
6529091,1368,421,519,2016-10-23
7971268,1369,649,399,2016-10-15
1949915,2996,624,392,2018-12-30
5908512,3001,363,120,2019-02-23
9608775,1373,791,779,2016-10-17
4280405,1208,142,791,2016-02-06
6956536,1373,487,538,2017-05-20
2216616,1986,600,245,2017-11-19
9785764,1989,581,140,2017-09-09
8609574,1209,842,613,2015-08-22
9665865,1200,232,501,2015-12-06
5100678,1203,794,879,2016-01-09
1573519,2993,770,552,2018-10-27
6599101,1368,412,172,2016-11-06
6298445,2995,794,768,2019-03-03
8870770,1991,109,739,2018-05-12
5060637,1203,304,212,2015-11-29
1780984,1368,421,412,2016-10-01
9722227,1371,820,405,2016-10-30
8465405,1203,874,607,2015-09-26
8834397,2996,170,330,2018-08-26
3794719,2998,543,600,2018-11-18
7932519,1374,321,857,2016-10-01
9832577,2998,543,695,2019-02-23
5302531,2993,501,770,2019-01-26
9893210,1207,820,450,2015-11-07
4759351,1371,245,428,2016-12-25
8473394,2995,304,794,2018-09-15
6124817,1986,196,773,2018-03-31
2944293,2996,669,269,2018-09-30
3213403,1991,731,719,2017-12-24
2342237,1203,810,189,2016-01-03
4832985,3001,635,538,2019-03-16
8173606,2993,568,766,2018-09-16
6147766,1207,405,438,2015-10-11
8400005,1208,346,122,2015-08-08
5434258,1991,409,321,2018-03-03
8263952,1991,731,613,2017-09-17
9684656,1209,613,104,2015-11-29
3067617,1209,385,177,2015-12-12
8892798,2995,178,386,2018-09-15
2717748,1208,635,776,2016-02-28
5925376,1200,770,327,2016-04-09
4624301,1200,147,130,2016-03-26
2499530,1368,794,461,2016-08-27
9778157,2995,519,412,2018-08-18
5335881,1208,122,559,2015-09-27
6825784,1989,122,356,2017-11-25
8191874,1986,847,697,2018-05-05
4166203,1980,147,202,2018-01-07
6735134,2998,220,455,2019-02-08
5369665,1991,364,321,2017-09-03
8433410,1982,496,274,2018-01-14
1302374,1208,597,635,2015-10-25
8016539,1203,225,412,2015-11-08
5383817,1982,874,496,2018-04-14
2141109,1208,779,363,2016-05-08
3150050,1984,399,299,2017-09-02
1672633,1991,842,340,2018-01-21
4772355,1373,592,120,2016-09-24
7028928,1205,649,299,2015-11-21
2824441,1208,791,776,2016-02-20
2302955,1986,695,847,2018-02-04
9297980,1371,450,155,2017-01-22
1334919,1984,159,686,2018-04-01
2796228,3001,487,120,2019-03-09
8358266,1984,624,237,2018-05-04
4173262,1980,202,766,2017-08-20
2516233,1203,189,178,2015-11-14
8788309,1986,450,455,2018-02-24
7565287,1980,872,294,2017-12-03
3526103,2995,386,304,2018-08-25
7193210,1203,412,421,2016-01-16
6494428,1986,155,820,2017-10-01
5195091,1203,519,386,2015-10-18
6438814,3003,197,340,2019-03-10
1992797,2996,669,299,2018-10-20
9383569,1369,856,237,2017-05-07
6538458,1980,508,501,2017-11-12
5901981,1203,768,794,2015-09-05
7380154,1208,487,779,2016-02-20
9990399,1208,592,597,2015-09-26
2218516,1207,196,391,2015-11-14
3507206,1980,829,221,2018-03-25
4188267,1374,731,613,2016-10-15
4880639,1200,770,508,2016-02-01
6465837,1205,299,237,2016-05-15
8850397,1986,155,391,2018-03-31
4542111,1373,140,830,2016-10-09
4817289,2993,508,829,2018-11-03
4112566,1986,220,820,2018-02-10
1461935,1986,695,600,2017-10-23
1406572,1373,346,363,2017-05-07
2089049,1200,232,770,2016-02-14
9517165,2995,879,536,2018-08-25
3074309,1982,607,212,2017-09-30
4701282,2993,829,130,2018-11-18
9706929,2998,391,245,2018-08-26
1549688,2995,461,879,2018-09-02
4220514,1984,468,864,2018-01-21
7111745,1205,864,645,2015-10-24
8527216,1369,170,624,2017-01-06
4804876,1369,399,269,2016-11-05
3983026,3003,177,197,2019-05-13
6448410,1374,109,104,2017-02-18
7565442,3003,613,104,2018-09-30
1537942,1984,678,645,2018-04-01
2629898,1371,697,405,2016-12-24
9249255,1203,178,212,2015-10-11
8621576,1369,170,237,2017-04-22
9427459,2995,874,189,2018-12-29
8953369,3003,857,385,2018-09-17
1491101,1207,438,600,2015-12-13
5085852,1200,888,232,2016-04-10
6734002,1986,391,707,2017-11-05
9813580,1205,399,669,2016-03-12
4481610,1203,421,607,2016-04-30
7401100,2995,189,874,2018-12-01
6491224,1365,463,202,2017-04-30
1231572,1207,543,391,2016-01-09
2659154,1365,508,202,2017-02-05
8405317,1371,455,155,2017-01-29
2403299,1371,405,196,2017-01-01
2411751,1371,391,695,2016-12-18
1583283,1991,409,719,2018-04-15
4012584,1980,232,202,2017-10-21
9843678,1205,758,399,2016-04-23
2910162,1203,172,386,2016-03-12
9177735,1200,766,501,2016-02-21
8908374,1208,142,120,2015-12-05
2339140,2995,212,519,2018-08-12
7178874,1200,147,285,2016-04-22
1149514,1207,697,391,2015-11-29
7132557,1991,739,329,2018-03-12
9750599,1203,386,274,2016-02-27
3916827,2996,864,468,2019-04-27
1901960,1208,120,142,2016-01-31
6975256,2996,678,649,2018-10-27
5432481,2995,212,274,2018-08-29
2466142,1984,678,686,2018-05-12
7316597,1365,221,294,2016-10-02
4290925,1209,364,842,2015-08-23
7422138,2993,463,202,2018-12-16
6613030,3001,635,487,2018-10-26
1550370,1369,330,299,2016-12-09
9803927,3001,830,346,2018-12-01
3768898,2996,758,663,2019-02-15
5482407,3001,142,559,2019-05-11
8127542,2995,189,172,2018-09-16
6034172,1984,751,669,2017-10-14
6461002,1982,874,412,2017-10-14
2230280,1371,543,820,2016-11-18
1953896,1982,496,879,2018-01-16
5914847,1374,329,364,2017-04-02
2870279,2995,874,274,2019-04-07
8957807,1368,607,257,2016-10-15
7223189,2996,299,624,2019-03-09
1041696,1369,159,392,2016-08-27
5574849,1203,461,304,2015-11-21
1889102,1203,496,212,2015-12-30
8374483,1203,172,656,2015-08-30
3921835,1365,552,887,2017-05-21
1769214,1986,245,773,2018-05-05
4890806,2996,864,645,2019-04-27
9017579,2993,568,147,2018-09-01
1205273,1208,363,122,2016-01-29
7472153,2993,221,232,2019-02-01
7857431,1984,864,686,2017-12-11
9178977,1205,758,299,2015-12-27
5021023,1371,600,155,2016-12-25
3752512,1984,392,649,2017-09-24
4958639,2998,376,695,2019-01-06
9907799,1368,607,274,2017-03-12
4383337,1369,392,330,2016-08-21
9243308,2998,600,438,2019-02-16
3339387,1373,791,120,2016-11-05
6437432,1984,663,299,2017-12-02
4071019,1980,568,766,2017-09-23
9337947,1205,686,299,2015-12-06
9963419,1205,864,392,2016-02-27
3936556,1989,363,791,2017-10-01
9373398,2995,608,257,2019-04-03
4049522,1980,130,221,2018-01-06
3255903,1207,773,438,2016-03-26
3203578,3001,597,487,2018-09-24
7654250,3003,842,329,2018-10-27
9164064,1374,385,198,2017-04-22
9829415,1365,202,887,2017-01-21
6304808,3003,385,104,2018-12-09
5151529,1200,829,294,2015-11-15
7030995,1373,592,791,2016-08-21
1478802,1205,468,269,2016-01-02
4537998,1982,274,412,2018-02-04
9720474,1989,830,315,2017-12-02
3424544,2993,872,568,2019-05-12
1614087,1203,178,386,2016-01-02
6857161,1205,864,237,2016-01-24
6694562,1371,196,220,2017-01-21
9334157,1200,130,829,2016-01-31
6185459,3003,731,321,2018-09-01
6018995,1200,327,221,2015-12-19
9847972,1203,386,178,2015-12-06
8332588,3001,122,120,2018-11-18
5784220,1373,779,142,2017-04-01
5364459,1980,552,501,2018-05-13
3824398,1208,635,315,2016-03-20
1227093,2996,649,269,2018-12-15
8630633,1984,468,678,2017-11-05
6387100,1991,198,857,2017-11-18
3781880,1368,421,189,2016-11-26
4527184,1365,552,888,2017-04-15
5235221,1205,299,864,2015-12-12
9835133,1371,524,220,2017-01-14
4491810,1373,776,791,2017-04-09
5994209,3003,739,409,2019-01-20
6665457,1368,879,304,2017-03-04
5919428,1989,776,597,2018-05-13
2589542,3001,346,142,2019-04-19
6224221,3003,329,104,2018-08-25
2340150,1991,364,197,2017-12-09
8212968,1208,538,830,2015-11-07
9382714,1984,864,645,2018-03-30
9642477,3003,613,197,2019-04-07
8932391,1368,794,412,2016-11-27
9466099,1374,197,719,2016-12-11
3835947,1368,257,810,2016-09-11
9942389,1205,669,330,2016-03-06
3719855,1989,573,346,2017-08-19
7840807,2998,695,524,2018-09-22
8458090,2996,678,170,2019-04-20
3835304,2998,155,196,2019-05-19
6710033,1373,592,597,2017-03-19
7227526,1982,212,412,2018-04-28
8350083,1207,543,450,2015-09-19
8827113,1365,887,552,2016-11-26
1148265,2995,496,879,2018-12-09
9967809,2998,600,196,2018-08-25
5353442,1369,269,686,2017-01-22
6739539,1368,257,189,2016-09-24
1093440,1991,799,739,2018-02-25
2815085,1205,399,663,2015-10-25
6120727,1365,202,766,2016-09-17
6388951,1368,519,461,2016-08-17
5667008,3001,635,120,2018-08-12
6052148,2998,220,438,2018-11-25
7536972,1374,799,197,2016-09-18
7198372,1371,245,376,2017-05-22
4038748,2996,468,649,2019-02-10
2625449,1200,147,294,2016-03-12
7223033,1980,202,552,2017-11-12
1252088,1986,707,196,2017-11-25
8418461,1373,346,120,2017-04-30
1473975,1368,607,519,2017-01-18
9417915,2993,501,872,2018-11-04
7460605,1371,600,391,2017-03-13
1373928,1203,461,274,2016-01-09
6056557,1989,142,776,2017-08-26
9011078,2995,572,536,2019-05-05
7008186,1209,385,198,2015-12-05
7358442,1982,496,386,2017-11-12
5083652,1365,130,568,2017-03-19
7938232,1200,463,202,2015-10-31
3346624,2998,245,405,2019-01-04
4765641,2995,274,607,2018-12-25
5262109,1205,663,645,2015-09-13
4937912,3003,857,719,2019-02-10
1395241,1205,237,624,2016-01-24
3404072,1205,237,649,2015-11-01
7838149,1203,189,519,2016-03-07
3139786,2996,170,237,2019-03-02
4104078,1369,624,299,2017-01-01
9934117,2995,189,536,2018-09-08
4795223,1371,196,847,2016-12-11
7686664,1203,810,768,2015-12-26
7607041,1368,656,572,2016-08-07
2495935,2993,766,463,2018-08-25
6904336,1980,766,770,2018-02-17
3687202,1208,315,776,2015-10-11
1024990,1982,879,225,2018-02-18
7229511,1369,330,678,2017-01-01
2757555,2995,274,879,2019-02-02
8149633,1369,663,330,2016-12-18
1567389,2996,678,645,2018-09-09
5408941,2993,463,294,2019-04-27
8762974,1209,109,198,2015-08-23
5816327,1205,392,645,2015-12-20
7272354,1989,487,779,2018-05-05
6790158,1369,758,624,2017-04-15
7710765,1208,830,791,2015-10-25
7247540,2993,221,766,2019-02-02
7615828,1986,695,155,2017-10-21
5235889,1365,294,888,2016-12-24
2910287,1984,649,399,2017-09-24
2805375,1980,202,887,2018-03-17
6580407,2995,794,879,2019-04-27
7947671,1984,686,392,2018-03-11
7051312,1368,257,225,2017-05-01
8255225,1368,304,656,2017-03-12
4096007,1365,327,552,2016-12-24
5793104,1989,142,538,2017-11-11
8402294,1984,649,269,2018-03-18
4922863,1989,487,581,2017-11-12
1493515,2996,645,330,2019-01-07
8064670,1980,130,480,2018-05-13
3613034,1203,304,656,2016-01-31
9980633,1205,663,269,2015-10-11
9802586,1371,376,820,2016-09-25
2637296,1207,245,405,2016-04-03
8648135,1203,421,794,2015-09-08
7571690,1982,257,768,2018-04-22
6611349,3001,830,315,2019-05-06
4005515,2995,421,304,2018-08-26
1777156,1982,572,519,2018-05-27
8904246,1203,607,386,2015-12-26
3419907,1980,294,285,2018-01-20
7835311,2996,663,159,2019-03-09
9891193,1369,624,686,2016-08-27
3407073,1991,739,409,2018-04-14
3090783,1203,412,794,2016-02-13
9446150,2995,421,768,2018-12-08
1533007,1205,751,399,2015-12-13
4825068,1986,820,695,2017-08-19
2329821,1200,501,872,2015-08-16
6245326,1205,237,468,2015-08-29
5665139,1205,678,751,2015-10-04
9870458,3003,177,719,2019-01-27
3628501,3003,340,385,2019-03-30
7053339,1371,847,707,2017-05-28
8312328,1205,624,669,2016-04-03
7175196,2993,766,480,2019-05-12
6452986,1373,140,779,2016-11-20
8881398,1208,487,120,2016-01-02
5241461,2993,480,463,2018-08-12
4405683,1207,455,391,2016-02-07
7665263,2996,751,758,2019-02-09
2140598,1368,225,768,2017-02-19
2778083,1207,847,245,2016-05-08
6524218,2998,428,695,2019-04-28
8438238,1371,600,543,2017-04-16
1744668,2996,678,392,2019-04-27
7915603,2998,695,820,2019-03-23
1446700,1991,409,104,2018-03-31
9985769,1365,552,568,2016-09-12
9758955,1374,842,329,2016-08-28
3354581,1373,122,538,2016-09-25
1711592,1374,857,799,2017-04-01
