Player ID,Name,Age,Height,Weight,Nationality,Rating,Preferred Foot,Position,Shirt Number,Contract Expires
145684,Bernardo Silva,23,172.72,63.95,Portugal,86,L,RW,11,2022
145687,Ederson,24,187.96,86.17,Brazil,86,L,GK,31,2025
145695,S. Mané,26,175.26,68.93,Senegal,86,R,LM,10,2023
145707,V. van Dijk,26,193.04,92.06,Netherlands,86,R,LCB,4,2023
145719,R. Sterling,23,170.18,68.93,England,86,R,RW,10,2023
145725,Roberto Firmino,26,180.34,76.19,Brazil,86,R,CAM,9,2023
145737,R. Varane,25,190.50,81.18,France,86,R,RCB,4,2022
145741,M. Verratti,25,165.10,59.86,Italy,86,R,LCM,6,2021
145744,Alex Sandro,27,180.34,79.82,Brazil,86,L,LB,12,2020
145751,Douglas Costa,27,172.72,69.84,Brazil,86,L,LM,11,2022
145763,T. Müller,28,185.42,74.83,Germany,86,R,CAM,13,2021
145765,Thiago,27,175.26,69.84,Spain,86,R,CM,19,2021
145769,M. Reus,29,180.34,71.20,Germany,86,R,LM,11,2023
145780,Azpilicueta,28,177.80,76.19,Spain,86,R,RB,14,2022
145791,L. Bonucci,31,190.50,84.81,Italy,86,R,RCB,19,2023
145796,T. Alderweireld,29,185.42,81.18,Belgium,86,R,RCB,2,2020
145802,M. Pjanić,28,177.80,72.11,Bosnia Herzegovina,86,R,CDM,5,2023
145811,M. Benatia,31,187.96,93.88,Morocco,86,R,CB,4,2020
145814,M. Özil,29,180.34,76.19,Germany,86,L,CAM,10,2021
145816,Fernandinho,33,177.80,67.12,Brazil,86,R,CDM,25,2020
145825,M. Škriniar,23,187.96,79.82,Slovakia,85,R,LCB,37,2022
145833,S. Milinković-Savić,23,190.50,76.19,Serbia,85,R,CM,21,2023
145843,Marco Asensio,22,182.88,76.19,Spain,85,L,RW,10,2023
145854,N. Fekir,24,172.72,74.83,France,85,L,CAM,18,2020
145865,Alisson,25,190.50,91.16,Brazil,85,R,GK,13,2024
145873,J. Kimmich,23,175.26,69.84,Germany,85,R,RCM,18,2023
145878,Saúl,23,182.88,77.10,Spain,85,L,RCM,6,2026
145883,R. Mahrez,27,177.80,67.12,Algeria,85,L,RW,26,2023
145891,D. Alaba,26,180.34,76.19,Austria,85,L,LB,8,2021
145902,Koke,26,175.26,73.92,Spain,85,R,LM,8,2019
145905,A. Lacazette,27,175.26,73.02,France,85,R,ST,9,2022
145909,K. Manolas,27,187.96,82.99,Greece,85,R,LCB,4,2022
145918,N. Otamendi,30,182.88,81.18,Argentina,85,R,CB,30,2022
145920,Parejo,29,182.88,73.92,Spain,85,R,RCM,10,2020
145926,W. Szczęsny,28,195.58,89.80,Poland,85,R,GK,1,2021
145936,A. Sánchez,29,170.18,73.92,Chile,85,R,RW,7,2022
145948,J. Boateng,29,193.04,89.80,Germany,85,R,RCB,17,2021
145957,A. Vidal,31,180.34,74.83,Chile,85,R,CAM,8,2021
145968,I. Perišić,29,185.42,79.82,Croatia,85,R,LM,44,2022
145972,E. Džeko,32,193.04,83.90,Bosnia Herzegovina,85,R,ST,9,2020
145980,S. Khedira,31,187.96,89.80,Germany,85,R,RCM,6,2021
145983,Diego Costa,29,187.96,86.17,Spain,85,R,LS,19,2021
145991,R. Nainggolan,30,175.26,77.10,Belgium,85,R,CAM,14,2022
145999,Naldo,35,198.12,91.16,Brazil,85,R,CB,29,2020
146002,B. Matuidi,31,180.34,74.83,France,85,L,LM,14,2020
146010,Miranda,33,185.42,78.00,Brazil,85,R,CB,23,2020
146013,K. Benzema,30,185.42,81.18,France,85,R,ST,9,2021
146017,Filipe Luís,32,182.88,73.92,Brazil,85,L,LB,3,2019
146020,V. Kompany,32,190.50,84.81,Belgium,85,R,CB,4,2019
146029,D. Sánchez,22,187.96,78.91,Colombia,84,R,RCB,23,2024
146036,J. Giménez,23,185.42,79.82,Uruguay,84,R,RCB,24,2023
146039,A. Laporte,24,187.96,84.81,France,84,L,LCB,14,2023
146043,N. Süle,22,195.58,97.05,Germany,84,R,CB,15,2022
146049,A. Martial,22,182.88,76.19,France,84,R,LW,11,2019
146060,D. Alli,22,187.96,79.82,England,84,R,LCM,20,2024
146065,Fabinho,24,187.96,78.00,Brazil,84,R,CDM,3,2023
146077,Marquinhos,24,182.88,74.83,Brazil,84,R,LDM,5,2022
146084,William Carvalho,26,187.96,82.99,Portugal,84,R,CDM,14,2023
146089,Jorginho,26,180.34,67.12,Italy,84,R,CM,8,2023
146091,F. Thauvin,25,177.80,69.84,France,84,L,RM,20,2021
146099,Carvajal,26,172.72,73.02,Spain,84,R,RB,2,2022
146106,M. Depay,24,175.26,78.00,Netherlands,84,R,ST,10,2021
146118,H. Son,25,182.88,64.85,Korea Republic,84,R,LM,7,2023
146125,A. Lopes,27,182.88,81.18,Portugal,84,L,GK,1,2020
146137,S. de Vrij,26,187.96,78.00,Netherlands,84,R,CB,14,2023
146146,M. Perin,25,187.96,77.10,Italy,84,R,GK,22,2022
146151,J. Cuadrado,30,177.80,72.11,Colombia,84,R,RAM,11,2020
146160,Iago Aspas,30,175.26,67.12,Spain,84,L,ST,17,2022
146167,B. Leno,26,190.50,82.99,Germany,84,R,GK,12,2023
146172,N. Matić,29,193.04,84.81,Serbia,84,L,CDM,31,2020
146177,L. Hrádecký,28,193.04,84.81,Finland,84,R,GK,1,2023
146180,Illarramendi,28,177.80,74.83,Spain,84,R,RDM,4,2023
146188,K. Walker,28,182.88,69.84,England,84,R,RB,2,2022
146194,I. Gündoğan,27,180.34,79.82,Germany,84,R,CM,21,2020
146201,José Callejón,31,177.80,73.02,Spain,84,R,RM,7,2020
146203,A. Di María,30,180.34,68.93,Argentina,84,L,RM,11,2021
146213,M. Mandžukić,32,190.50,84.81,Croatia,84,R,ST,17,2020
146222,Willian,29,175.26,78.00,Brazil,84,R,RW,22,2020
146225,Sergio Asenjo,29,187.96,87.07,Spain,84,R,GK,1,2022
146237,E. Banega,30,175.26,71.20,Argentina,84,R,CDM,10,2020
146241,A. Witsel,29,187.96,81.18,Belgium,84,R,LCM,6,2022
146251,D. Payet,31,175.26,77.10,France,84,R,CAM,18,2021
146253,Sokratis,30,185.42,84.81,Greece,84,R,RCB,19,2021
146264,S. Ruffier,31,187.96,92.97,France,84,R,GK,16,2021
146276,Falcao,32,177.80,72.11,Colombia,84,R,RS,9,2020
146285,K. Schmeichel,31,187.96,88.89,Denmark,84,R,GK,1,2023
146290,Raúl Albiol,32,190.50,82.09,Spain,84,R,RCB,33,2021
146302,A. Gómez,30,165.10,68.03,Argentina,84,R,LS,10,2022
146312,A. Barzagli,37,187.96,87.07,Italy,84,R,CB,15,2019
146317,A. Robben,34,180.34,79.82,Netherlands,84,L,RM,10,2019
146322,O. Dembélé,21,177.80,67.12,France,83,L,RW,11,2022
146329,Gabriel Jesus,21,175.26,73.02,Brazil,83,R,ST,33,2023
146332,P. Kimpembe,22,187.96,79.82,France,83,L,LCB,3,2023
146336,N. Keïta,23,172.72,63.95,Guinea,83,R,CM,8,2023
146341,C. Tolisso,23,180.34,81.18,France,83,R,CM,24,2022
146350,T. Lemar,22,170.18,62.13,France,83,L,LM,8,2023
146361,K. Coman,22,177.80,71.20,France,83,R,LM,29,2023
146372,J. Tah,22,195.58,97.05,Germany,83,R,CB,20,2023
146381,T. Werner,22,180.34,74.83,Germany,83,R,RW,9,2020
146388,A. Rabiot,23,193.04,79.82,France,83,L,CM,25,2019
146391,L. Goretzka,23,187.96,78.91,Germany,83,R,CM,14,2022
146400,Q. Promes,26,175.26,72.11,Netherlands,83,R,RM,9,2023
146402,Lucas Vázquez,27,172.72,69.84,Spain,83,R,RW,17,2021
146406,Gerard Moreno,26,180.34,77.10,Spain,83,L,LS,7,2023
146409,M. Kovačić,24,175.26,78.00,Croatia,83,R,LCM,17,2019
146420,Kepa,23,185.42,84.81,Spain,83,R,GK,13,2025
146432,Manu Trigueros,26,177.80,74.83,Spain,83,R,RCM,14,2022
146435,S. Gnabry,22,175.26,74.83,Germany,83,R,ST,6,2020
146442,J. Pickford,24,185.42,77.10,England,83,L,GK,1,2024
146452,S. Savić,27,187.96,78.91,Montenegro,83,R,CB,15,2020
146457,J. Stones,24,187.96,69.84,England,83,R,RCB,5,2022
146463,Suso,24,175.26,69.84,Spain,83,L,RW,11,2022
146466,J. Draxler,24,187.96,77.10,Germany,83,R,CM,7,2021
146468,Felipe Anderson,25,175.26,69.84,Brazil,83,R,LM,8,2022
146479,Lucas Moura,25,175.26,69.84,Brazil,83,R,RM,27,2023
146481,Nacho Fernández,28,180.34,76.19,Spain,83,R,CB,12,2021
146492,Allan,27,175.26,73.92,Brazil,83,R,RCM,5,2023
146504,F. Acerbi,30,193.04,87.98,Italy,83,L,CB,13,2023
146508,Sergi Roberto,26,177.80,68.03,Spain,83,R,RB,20,2022
146519,Rodrigo,27,182.88,77.10,Spain,83,L,ST,9,2022
146524,K. Kampl,27,177.80,67.12,Slovenia,83,R,LCM,44,2021
146536,Neto,28,190.50,83.90,Brazil,83,R,GK,13,2021
146538,O. Baumann,28,187.96,82.09,Germany,83,R,GK,1,2021
146549,I. Gueye,28,175.26,66.21,Senegal,83,R,RDM,17,2022
146559,H. Mkhitaryan,29,177.80,74.83,Armenia,83,R,RM,7,2021
146571,Marcos Alonso,27,187.96,87.07,Spain,83,L,LB,3,2023
146579,D. Subašić,33,190.50,83.90,Croatia,83,R,GK,1,2020
146582,K. Glik,30,190.50,79.82,Poland,83,R,RCB,15,2021
146591,K. Strootman,28,185.42,79.82,Netherlands,83,L,CDM,16,2023
146594,M. Balotelli,27,187.96,87.98,Italy,83,R,LS,9,2019
146600,Luiz Gustavo,30,187.96,78.00,Brazil,83,L,LCB,19,2021
146607,David Luiz,31,187.96,86.17,Brazil,83,R,LCB,30,2019
146612,R. Fährmann,29,198.12,97.96,Germany,83,R,GK,1,2022
146618,Juan Mata,30,170.18,63.04,Spain,83,L,RM,8,2019
146621,Adán,31,190.50,92.06,Spain,83,L,GK,1,2020
146627,Rui Patrício,30,190.50,83.90,Portugal,83,L,GK,1,2022
146633,Y. Sommer,29,182.88,78.91,Switzerland,83,R,GK,1,2021
146639,Javi Martínez,29,193.04,86.17,Spain,83,R,CDM,8,2021
146643,L. Bender,29,185.42,81.18,Germany,83,R,RB,8,2021
146652,Lucas Leiva,31,177.80,78.00,Brazil,83,R,LDM,6,2020
146662,S. Mandanda,33,185.42,82.09,France,83,R,GK,16,2020
146673,Cesc Fàbregas,31,177.80,77.10,Spain,83,R,CM,4,2019
146684,M. Dembélé,30,185.42,82.09,Belgium,83,L,CM,19,2019
146686,F. Ribéry,35,170.18,72.11,France,83,R,LM,7,2019
146696,R. Jarstein,33,190.50,82.09,Norway,83,R,GK,1,2021
146703,D. De Rossi,34,182.88,82.99,Italy,83,R,RDM,16,2019
146714,Pepe Reina,35,187.96,92.06,Spain,83,R,GK,25,2021
146721,J. Pavlenka,26,195.58,81.18,Czech Republic,82,R,GK,1,2021
146732,Rodri,22,190.50,82.09,Spain,82,R,CM,16,2023
146740,Arthur,21,170.18,73.02,Brazil,82,R,LCM,8,2024
146744,G. Donnarumma,19,195.58,89.80,Italy,82,R,GK,22,2021
146753,Gelson Martins,23,172.72,72.11,Portugal,82,R,RM,18,2023
146762,Gonçalo Guedes,21,177.80,68.03,Portugal,82,R,LM,17,2024
146767,L. Torreira,22,167.64,63.95,Uruguay,82,R,LCM,14,2023
146778,Malcom,21,172.72,73.92,Brazil,82,L,RW,14,2023
146789,Pau López,23,187.96,77.10,Spain,82,L,GK,23,2023
146794,L. Hernández,22,182.88,76.19,France,82,L,LB,21,2024
146800,C. Lenglet,23,185.42,81.18,France,82,L,LCB,15,2023
146803,A. Kramarić,27,177.80,73.02,Croatia,82,R,LCM,27,2022
146811,A. Robertson,24,177.80,63.95,Scotland,82,L,LB,3,2021
146822,Dani García,28,180.34,79.82,Spain,82,R,RCM,16,2022
146826,F. Bernardeschi,24,185.42,77.10,Italy,82,L,RM,20,2022
146833,J. Brandt,22,185.42,83.90,Germany,82,R,LM,10,2021
146845,D. Rugani,23,190.50,83.90,Italy,82,R,CB,15,2021
146857,Samu Castillejo,23,182.88,67.12,Spain,82,L,RM,7,2023
146866,João Cancelo,24,182.88,73.92,Portugal,82,R,RB,2,2023
146874,A. Romagnoli,23,187.96,78.00,Italy,82,L,LCB,13,2022
146886,T. Partey,25,185.42,77.10,Ghana,82,R,CDM,5,2023
146890,Fred,25,170.18,63.95,Brazil,82,L,CM,17,2023
146900,J. Vardy,31,177.80,73.92,England,82,R,ST,9,2022
146908,A. Belotti,24,180.34,72.11,Italy,82,R,LS,9,2021
146915,E. Forsberg,26,177.80,73.92,Sweden,82,R,LM,10,2022
146926,J. Lingard,25,175.26,62.13,England,82,R,CAM,7,2021
146938,F. Vázquez,29,185.42,82.09,Argentina,82,L,LCM,22,2021
146940,A. Rüdiger,25,190.50,84.81,Germany,82,R,CB,16,2022
146942,A. Florenzi,27,172.72,67.12,Italy,82,R,RB,16,2023
146952,H. Maguire,25,193.04,99.77,England,82,R,LCB,6,2023
146960,T. Meunier,26,190.50,89.80,Belgium,82,R,RM,15,2020
146964,S. Sané,27,195.58,84.81,Senegal,82,R,CB,26,2022
146976,G. Kondogbia,25,187.96,79.82,Central African Rep.,82,L,CM,6,2022
146981,Rafinha,25,175.26,71.20,Brazil,82,L,CAM,12,2020
146993,Gabriel Paulista,27,187.96,78.91,Brazil,82,R,LCB,5,2022
146999,Morata,25,187.96,84.81,Spain,82,R,ST,7,2022
147007,J. Cillessen,29,185.42,82.99,Netherlands,82,R,GK,1,2021
147018,W. Ben Yedder,27,170.18,68.03,France,82,R,RS,9,2021
147022,Pablo Sarabia,26,175.26,69.84,Spain,82,L,RCM,17,2020
147034,W. Zaha,25,180.34,66.21,Ivory Coast,82,R,LS,11,2023
147042,Luis Alberto,25,182.88,73.92,Spain,82,R,CF,10,2022
147048,Bartra,27,182.88,73.02,Spain,82,R,CB,5,2023
147053,Willian José,26,187.96,92.97,Brazil,82,R,ST,12,2024
147065,Víctor Ruiz,29,185.42,78.00,Spain,82,L,LCB,6,2019
147076,T. Delaney,26,182.88,78.91,Denmark,82,L,LCM,8,2022
147086,K. Casteels,26,198.12,86.17,Belgium,82,L,GK,13,2021
147088,M. Götze,26,175.26,74.83,Germany,82,R,CM,10,2020
147093,S. Mustafi,26,182.88,82.09,Germany,82,R,RCB,20,2021
147102,J. Pastore,29,187.96,78.00,Argentina,82,R,CAM,27,2022
147110,Pedro,30,170.18,64.85,Spain,82,R,RW,11,2020
147118,G. Bonaventura,28,180.34,74.83,Italy,82,R,CM,5,2020
147128,R. Bürki,27,187.96,84.81,Switzerland,82,R,GK,21,2021
147130,S. Nzonzi,29,195.58,74.83,France,82,R,CDM,15,2022
147139,A. Ramsey,27,182.88,76.19,Wales,82,R,CAM,10,2019
147147,K. Trippier,27,177.80,72.11,England,82,R,RB,12,2022
147157,A. Kolarov,32,187.96,82.99,Serbia,82,L,LB,11,2020
147162,G. Sigurðsson,28,185.42,82.09,Iceland,82,R,CAM,10,2022
147174,M. Arnautović,29,193.04,82.99,Austria,82,R,LS,7,2022
147185,J. Henderson,28,182.88,79.82,England,82,R,RCM,8,2020
147190,M. Kruse,30,180.34,76.19,Germany,82,L,ST,10,2019
147202,M. Parolo,33,182.88,74.83,Italy,82,R,RDM,16,2020
147205,A. Rami,32,190.50,89.80,France,82,R,RCB,23,2021
147209,G. Wijnaldum,27,175.26,68.93,Netherlands,82,R,CAM,8,2021
147220,F. Fazio,31,195.58,84.81,Argentina,82,R,LCB,20,2020
147232,O. Giroud,31,193.04,92.06,France,82,L,ST,9,2019
147242,Marcano,31,187.96,77.10,Spain,82,L,CB,15,2021
147249,A. Guardado,31,170.18,67.12,Mexico,82,L,CM,18,2020
147260,E. Garay,31,187.96,89.80,Argentina,82,R,RCB,24,2020
147264,S. Sirigu,31,193.04,79.82,Italy,82,R,GK,1,2022
147270,L. Koscielny,32,185.42,74.83,France,82,R,CB,6,2020
147275,A. Consigli,31,187.96,82.09,Italy,82,R,GK,47,2022
147277,L. Biglia,32,177.80,63.04,Argentina,82,R,CDM,21,2020
147282,Dani Alves,35,172.72,68.03,Brazil,82,R,RB,13,2019
147287,Aduriz,37,182.88,78.00,Spain,82,R,ST,20,2019
147292,P. Čech,36,195.58,89.80,Czech Republic,82,L,GK,1,2019
147297,M. Rashford,20,185.42,69.84,England,81,R,LW,11,2020
147308,L. Bailey,20,177.80,78.91,Jamaica,81,L,LM,9,2023
147318,M. Akanji,22,187.96,84.81,Switzerland,81,R,LCB,5,2022
147326,Nélson Semedo,24,177.80,67.12,Portugal,81,R,RB,2,2022
147338,Pablo Fornals,22,177.80,67.12,Spain,81,R,CAM,8,2022
147340,Fabián,22,187.96,69.84,Spain,81,L,LM,8,2023
147348,E. Bailly,24,185.42,77.10,Ivory Coast,81,R,CB,2,2020
147355,Dani Ceballos,21,177.80,69.84,Spain,81,R,LCM,21,2023
147359,Morales,30,180.34,69.84,Spain,81,R,LS,11,2021
147371,J. Seri,26,170.18,73.02,Ivory Coast,81,R,LDM,24,2022
147383,M. Politano,24,170.18,67.12,Italy,81,L,RM,16,2019
147393,M. Brozović,25,180.34,68.03,Croatia,81,R,LDM,77,2022
147400,Williams,24,185.42,78.91,Spain,81,R,LW,9,2025
147405,A. Correa,23,170.18,68.03,Argentina,81,R,RM,11,2024
147409,A. Christensen,22,187.96,81.18,Denmark,81,R,LCB,6,2022
147418,João Mário,25,177.80,73.02,Portugal,81,R,CAM,10,2021
147425,T. Strakosha,23,193.04,78.00,Albania,81,R,GK,1,2019
147436,E. Hysaj,24,182.88,69.84,Albania,81,R,RB,23,2021
147441,P. Zieliński,24,180.34,74.83,Poland,81,R,RCM,20,2021
147452,Ricardo Pereira,24,175.26,69.84,Portugal,81,R,RB,14,2023
147459,R. Guerreiro,24,170.18,71.20,Portugal,81,L,LM,13,2020
147462,A. Doucouré,25,182.88,76.19,France,81,R,RDM,16,2023
147474,C. Bacca,31,180.34,77.10,Colombia,81,R,LS,7,2022
147477,A. Plea,25,180.34,78.91,France,81,R,LW,14,2023
147487,B. Davies,25,182.88,76.19,Wales,81,L,LB,4,2021
147497,M. Nastasić,25,187.96,82.99,Serbia,81,L,LCB,5,2022
147506,A. Milik,24,185.42,78.00,Poland,81,L,CF,7,2021
147513,M. Sabitzer,24,177.80,77.10,Austria,81,R,LM,9,2022
147522,B. Mendy,23,185.42,84.81,France,81,L,LB,22,2022
147530,C. Kramer,27,190.50,76.19,Germany,81,R,CDM,6,2021
147538,S. Vrsaljko,26,180.34,76.19,Croatia,81,R,RB,2,2019
147540,T. Hazard,25,175.26,68.93,Belgium,81,R,RW,16,2020
147547,K. Bellarabi,28,182.88,81.18,Germany,81,R,RM,38,2021
147553,S. Zaza,27,185.42,83.90,Italy,81,L,RS,11,2019
147560,F. Ghoulam,27,182.88,79.82,Algeria,81,L,LB,31,2022
147565,B. Lecomte,27,185.42,78.00,France,81,L,GK,40,2021
147575,J. Iličić,30,190.50,78.91,Slovenia,81,L,CAM,7,2021
147580,K. Volland,25,177.80,84.81,Germany,81,L,ST,31,2021
147585,Paco Alcácer,24,175.26,72.11,Spain,81,R,ST,9,2023
147590,Vitolo,28,185.42,78.91,Spain,81,R,LM,23,2022
147592,G. Xhaka,25,185.42,82.09,Switzerland,81,L,LDM,10,2021
147601,C. Aránguiz,29,170.18,69.84,Chile,81,R,LDM,20,2020
147604,S. Verdi,25,170.18,60.77,Italy,81,L,RW,9,2023
147612,D. Lovren,28,187.96,83.90,Croatia,81,R,RCB,6,2021
147615,X. Shaqiri,26,170.18,72.11,Switzerland,81,L,CAM,23,2023
147626,A. Areola,25,195.58,93.88,France,81,R,GK,23,2019
147631,K. Vogt,26,193.04,84.81,Germany,81,R,CB,22,2022
147639,Ander Herrera,28,182.88,69.84,Spain,81,R,CM,21,2019
147641,S. El Shaarawy,25,177.80,72.11,Italy,81,R,LM,92,2020
147653,C. Smalling,28,193.04,81.18,England,81,R,RCB,12,2019
147663,S. Kagawa,29,175.26,68.03,Japan,81,R,CAM,23,2020
147667,M. Lanzini,25,167.64,58.96,Argentina,81,R,CAM,10,2020
147670,L. Stindl,29,180.34,79.82,Germany,81,R,CF,13,2021
147679,O. Toprak,28,185.42,82.99,Turkey,81,R,CB,36,2021
147690,D. Perotti,29,177.80,69.84,Argentina,81,R,LW,8,2021
147702,S. Kjær,29,187.96,83.90,Denmark,81,R,RCB,4,2021
147709,S. Bender,29,185.42,79.82,Germany,81,R,LCB,5,2021
147715,Pedro León,31,182.88,73.02,Spain,81,R,RM,21,2020
147724,K. Boateng,31,185.42,86.17,Ghana,81,R,CM,27,2021
147726,L. Piszczek,33,182.88,78.91,Poland,81,R,RB,26,2020
147737,A. Candreva,31,180.34,69.84,Italy,81,R,RM,87,2021
147749,D. Wass,29,180.34,73.92,Denmark,81,R,RB,18,2022
147754,E. Lamela,26,182.88,79.82,Argentina,81,L,RM,22,2022
147760,D. Rose,27,175.26,76.19,England,81,L,LB,3,2021
147766,A. Valencia,32,180.34,82.99,Ecuador,81,R,RM,16,2019
147769,L. Fabiański,33,190.50,82.99,Poland,81,R,GK,22,2021
147780,João Moutinho,31,170.18,60.77,Portugal,81,R,RCM,28,2020
147789,Borja Valero,33,175.26,73.02,Spain,81,R,CAM,20,2020
147797,F. Quagliarella,35,180.34,78.91,Italy,81,R,RS,27,2019
147805,Raffael,33,175.26,68.93,Brazil,81,R,CF,11,2019
147814,J. Milner,32,175.26,69.84,England,81,R,CM,7,2020
147823,Joaquín,36,177.80,74.83,Spain,81,R,LS,17,2020
147835,M. Gómez,21,185.42,83.90,Uruguay,80,R,ST,18,2022
147838,K. Havertz,19,187.96,82.99,Germany,80,L,CAM,29,2022
147843,T. Ndombele,21,180.34,76.19,France,80,R,CM,17,2023
147853,H. Aouar,20,175.26,69.84,France,80,R,LM,8,2023
147859,Carlos Soler,21,180.34,76.19,Spain,80,R,RM,8,2021
147867,Odriozola,22,175.26,66.21,Spain,80,R,RB,19,2024
147878,Oyarzabal,21,180.34,78.00,Spain,80,L,CAM,10,2024
147889,F. Balbuena,26,187.96,84.81,Paraguay,80,R,RCB,4,2021
147898,W. Ndidi,21,182.88,73.92,Nigeria,80,R,LDM,25,2024
147909,G. Lo Celso,22,175.26,69.84,Argentina,80,L,RCM,20,2019
147918,Rúben Neves,21,180.34,79.82,Portugal,80,R,LCM,5,2023
147922,Mariano,24,180.34,76.19,Dominican Republic,80,R,ST,7,2023
147929,M. Caldara,24,187.96,79.82,Italy,80,R,CB,33,2023
147931,M. Vecino,26,187.96,81.18,Uruguay,80,R,LM,15,2022
147941,T. Bakayoko,23,187.96,84.81,France,80,R,LCM,14,2019
147953,M. Dahoud,22,177.80,68.03,Germany,80,R,CM,19,2022
147960,K. Baldé,23,180.34,79.82,Senegal,80,R,RM,11,2019
147971,G. Rulli,26,187.96,83.90,Argentina,80,R,GK,23,2022
147973,Rony Lopes,22,175.26,68.03,Portugal,80,L,RM,7,2022
147984,Santi Mina,22,180.34,77.10,Spain,80,R,LS,22,2021
147986,K. Demirbay,24,182.88,72.11,Germany,80,L,RCM,10,2022
147993,Gayà,23,172.72,66.21,Spain,80,L,LB,3,2023
147995,André Gomes,24,187.96,83.90,Portugal,80,R,LDM,8,2019
148000,M. Sanson,23,180.34,73.02,France,80,R,RDM,8,2021
148004,Pacheco,26,185.42,81.18,Spain,80,L,GK,1,2020
148012,E. Can,24,182.88,82.09,Germany,80,R,CM,23,2022
